DOMAIN,STATE,ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,TRN_TYPE
XOSOP.COM,CO,672,0,0,0,0,1,1,1,0,2,3,1,54.312,8,1,12.95,12.95,LEGIT
XOSOP.COM,LM,127,12,12,0,0,1,0,0,0,1,3,0,25.392,7,0,12.95,12.95,LEGIT
XOSOP.COM,MO,685,20,20,0,0,0,1,0,0,1,2,1,3.024,20,4,95.4,95.4,LEGIT
TMA.COM,RONO,362,13,13,0,0,1,1,1,0,1,2,0,34.288,12,0,38.85,38.85,LEGIT
VUHZRNB.COM,MV,369,17,17,0,0,1,1,0,0,1,2,0,20.104,10,0,12.95,12.95,LEGIT
PBHPBBRDYEQNDHKTJ.COM,SK,355,14,14,0,0,0,1,1,0,1,3,0,-15.392,28,0,49.95,49.95,LEGIT
XOSOP.COM,PO,614,10,10,0,0,1,1,1,0,3,3,0,46,6,0,38.85,38.85,LEGIT
TMA.COM,LO,398,17,17,0,0,0,1,0,0,1,0,0,26.128,17,0,49.95,49.95,LEGIT
XOSOP.COM,NO,630,7,7,0,0,1,1,0,0,1,3,0,-4.84,8,1,38.85,38.85,LEGIT
GHNWQI.COM,KR,119,13,13,0,0,0,0,0,0,1,3,1,26.064,14,0,31.08,31.08,LEGIT
HNLFQK.COM,KO,650,22,22,0,0,0,1,1,0,1,3,1,-51.08,22,0,44.85,44.85,LEGIT
TMA.COM,MO,685,9,9,0,0,1,1,1,0,1,3,0,36.192,8,3,38.85,38.85,LEGIT
YVUNAX.NET,VO,602,10,10,0,0,0,0,0,0,3,3,0,16.408,7,2,11.01,11.01,LEGIT
BHH.YALE.EDU,KR,105,23,23,0,0,1,1,1,0,1,0,0,32.648,9,9,38.85,38.85,LEGIT
PFQOOY.COM,LO,398,16,16,0,0,1,1,1,0,1,0,0,24.048,7,0,38.85,38.85,LEGIT
BWFGHIJ.NET,KR,114,17,17,0,0,0,1,1,0,2,2,0,-26.144,20,0,38.85,38.85,LEGIT
XOSOP.COM,PO,614,8,8,0,0,1,1,1,0,2,3,0,41.008,10,0,11.01,11.01,LEGIT
VUHZRNB.COM,KR,120,11,11,0,0,1,0,0,0,1,3,0,17.688,15,0,38.85,38.85,LEGIT
TCN.COM,CR,428,13,13,0,0,1,0,0,0,2,3,0,27.576,7,7,12.95,12.95,LEGIT
BRZWCURTY.NET,CO,672,12,12,0,0,0,0,1,0,2,3,0,9.296,25,0,12.95,12.95,LEGIT
VUHZRNB.COM,KR,124,22,22,1,0,1,1,1,0,1,3,0,11.64,19,0,12.95,12.95,LEGIT
NEKSXUK.NET,LO,398,19,19,0,0,1,1,1,0,1,2,0,-22.384,9,4,59.4,59.4,LEGIT
NEKSXUK.NET,MO,685,12,12,0,0,1,0,0,0,1,3,1,-22.248,7,1,25.9,25.9,LEGIT
VCWGQDR.NET,KR,109,18,18,1,0,0,1,0,0,1,3,0,48.24,17,0,12.95,12.95,LEGIT
TIHRKPPW.NET,PO,614,17,17,0,0,1,0,0,0,3,3,0,-0.336,9,9,12.95,12.95,LEGIT
TMA.COM,KR,122,14,14,1,0,1,1,1,0,1,3,0,-28.24,15,1,10.36,10.36,LEGIT
VUHZRNB.COM,LM,127,12,12,0,0,1,1,1,0,2,2,0,32.528,8,0,12.95,12.95,LEGIT
TMA.COM,CR,428,12,12,0,0,1,1,0,0,1,2,1,2.992,23,2,11.01,11.01,LEGIT
DZF.RR.COM,ROK,655,8,8,0,0,1,0,1,0,1,2,0,-47.512,6,0,12.95,12.95,LEGIT
TMA.COM,MO,685,10,10,0,0,0,1,1,0,1,0,1,20.296,17,0,38.85,38.85,LEGIT
TMA.COM,MO,685,15,15,0,0,1,1,1,0,3,3,0,-71.032,9,9,38.85,38.85,LEGIT
FIFPS.COM,OO,644,14,14,0,0,0,1,0,0,1,3,1,-5.6,21,0,12.95,12.95,LEGIT
WAJCTHFVP.NET,PO,614,16,16,0,0,0,0,0,0,1,0,0,-61.496,21,0,12.95,12.95,LEGIT
KLF.COM,KR,119,10,10,1,0,1,1,1,0,1,4,1,-23.624,12,1,0,0,LEGIT
GCTFTX.ORG,ROM,430,10,10,0,0,1,0,0,0,2,3,1,17.408,7,0,20.72,20.72,LEGIT
NEKSXUK.NET,KK,680,14,14,0,0,1,0,0,0,2,2,0,-6.64,26,0,12.95,12.95,LEGIT
TMA.COM,KR,122,15,15,1,0,0,0,1,0,1,4,0,-49.304,10,0,38.85,38.85,LEGIT
NEKSXUK.NET,SK,355,4,4,0,0,0,1,1,0,1,3,0,-13.768,19,0,38.85,38.85,FRAUD
VUHZRNB.COM,ROM,430,21,21,1,0,1,1,1,0,1,1,0,39.488,20,2,38.85,38.85,LEGIT
VUHZRNB.COM,TAO,647,12,12,1,0,0,1,1,0,1,2,0,45.24,20,3,38.85,38.85,LEGIT
LWQ.NET,IO,664,19,19,1,0,1,0,0,0,3,3,0,14.344,8,0,12.95,12.95,LEGIT
TMA.COM,MO,685,19,19,1,0,1,0,0,0,1,3,0,-68.992,7,1,12.95,12.95,LEGIT
ZUB.NET,ROK,655,10,10,0,0,0,0,0,0,2,2,1,10.472,11,5,12.95,12.95,LEGIT
YXAWJOOJ.COM,CR,428,20,20,0,0,1,1,0,0,1,3,1,-35.392,8,0,12.95,12.95,LEGIT
XOSOP.COM,CO,672,19,19,0,0,0,0,0,0,1,3,0,17.592,20,0,38.85,38.85,LEGIT
BRZWCURTY.NET,KR,119,15,15,0,0,1,1,1,0,1,2,0,25,9,4,12.95,12.95,LEGIT
TCN.COM,ROK,655,13,13,1,0,0,1,1,0,2,3,0,51.568,9,0,38.85,38.85,LEGIT
XOSOP.COM,KR,110,14,14,0,0,1,1,1,0,1,2,1,-7.048,6,0,38.85,38.85,LEGIT
ACYTF.COM,KR,105,12,12,0,0,0,0,0,0,1,0,0,49.784,22,0,47.52,47.52,LEGIT
XOSOP.COM,TAO,647,21,21,0,0,1,1,1,0,2,3,0,-36.4,7,1,12.95,12.95,LEGIT
XOSOP.COM,ROK,655,19,19,0,0,1,0,0,0,1,2,1,18.904,8,0,10.36,10.36,LEGIT
XOSOP.COM,KR,111,20,20,0,0,0,1,0,0,1,0,0,45.096,18,5,38.85,38.85,LEGIT
IFDDTUY.K12,KAO,688,14,14,0,0,0,1,1,0,1,3,0,-1.728,24,2,12.95,12.95,LEGIT
DW.COM,BO,308,6,7,0,0,0,1,1,0,1,0,0,-26.296,15,0,38.85,38.85,LEGIT
VUHZRNB.COM,ROM,430,0,0,0,0,1,1,0,0,1,2,0,50.496,7,2,12.95,12.95,LEGIT
TMA.COM,KR,121,18,18,1,0,0,0,0,0,1,0,0,37.664,17,2,12.95,12.95,LEGIT
VUHZRNB.COM,SK,356,12,12,0,0,1,1,1,0,1,3,0,-23.664,7,0,10.36,10.36,LEGIT
PDMHIV.COM,UO,432,9,9,0,0,1,0,0,0,1,2,1,16.688,6,0,12.95,12.95,LEGIT
BWFGHIJ.NET,KR,119,15,15,1,0,1,0,0,0,1,3,0,-26.784,7,0,25.9,25.9,LEGIT
TCN.COM,KR,120,11,11,0,0,1,1,0,0,1,3,1,-133.072,12,4,10.36,10.36,LEGIT
GQOEHRRUHN.COM,NAO,166,0,0,1,0,1,1,0,1,1,3,0,10.8,11,4,12.95,12.95,LEGIT
RLXAGB.COM,KR,104,14,14,0,0,1,0,0,0,2,2,1,8.728,8,1,12.95,12.95,LEGIT
JQJBQEF.COM,AO,675,20,20,0,0,0,0,0,0,1,0,0,37.392,16,0,38.85,38.85,LEGIT
PSGKXLPEBYVZY.COM,IO,664,17,17,1,0,1,1,1,0,2,2,0,28.416,9,9,38.85,38.85,LEGIT
XOSOP.COM,KR,124,2,1,1,0,0,0,0,0,1,3,1,29.52,23,0,12.95,12.95,LEGIT
VUHZRNB.COM,SK,356,16,16,0,0,0,1,0,0,1,3,0,3.216,21,1,38.85,38.85,LEGIT
TMA.COM,SO,693,10,10,0,0,1,1,1,0,1,2,0,-19.464,16,4,38.85,38.85,LEGIT
CGPYZX.COM,MO,685,9,9,0,0,1,0,0,0,1,3,1,24.112,7,2,38.85,38.85,LEGIT
XZXDQOGHY.NET,KR,116,12,12,0,0,1,1,1,0,1,2,1,-20.312,8,0,38.85,38.85,LEGIT
TCN.COM,NAO,166,2,2,0,0,0,1,0,0,1,3,0,36.384,19,0,38.85,38.85,LEGIT
WAJCTHFVP.NET,PO,614,8,8,0,0,0,1,1,0,2,3,1,-38,22,1,10.36,10.36,LEGIT
VCWGQDR.NET,SK,355,0,0,1,0,1,1,1,0,1,2,1,-41.624,23,0,38.85,38.85,LEGIT
TMA.COM,LO,398,10,10,0,0,1,1,1,0,2,2,0,-23.608,18,0,12.95,12.95,LEGIT
XOSOP.COM,MO,685,14,14,0,0,1,1,1,0,1,3,0,12.808,28,0,10.36,10.36,LEGIT
CQP.RR.COM,MO,685,18,18,0,0,1,1,1,0,2,3,0,23.608,10,0,38.85,38.85,LEGIT
TMA.COM,LO,398,18,18,0,0,1,1,1,0,1,3,0,51.168,15,0,12.95,12.95,LEGIT
TMA.COM,NAO,166,7,7,0,0,1,1,1,0,2,3,0,21.752,15,2,38.85,38.85,LEGIT
RRXWNNYJ.NET,KR,121,14,14,0,0,1,1,1,0,2,0,0,25.248,8,4,38.85,38.85,LEGIT
TMA.COM,CO,672,15,15,0,0,1,1,1,0,1,3,0,16.56,16,0,12.95,12.95,LEGIT
KZBIVZZCW.NET,KR,124,13,13,0,0,1,1,0,0,1,3,0,30.976,8,8,12.95,12.95,LEGIT
BRZWCURTY.NET,KR,106,23,23,0,0,0,0,0,0,2,3,1,31.952,25,4,12.95,12.95,LEGIT
XOSOP.COM,PO,614,9,9,0,0,0,1,1,0,1,2,1,-66.952,18,2,38.85,38.85,LEGIT
BWT.NET,KR,121,17,17,0,0,0,0,1,0,2,3,1,-55.696,7,1,38.85,38.85,LEGIT
XOSOP.COM,KR,112,22,22,0,0,0,1,1,0,1,3,1,27.872,21,0,12.95,12.95,LEGIT
BWT.NET,AO,675,15,15,0,0,1,1,0,0,4,3,0,53.368,11,0,49.95,49.95,LEGIT
LWQ.NET,VO,601,2,2,0,0,0,0,0,0,1,2,0,20.984,16,0,12.95,12.95,LEGIT
SOR.NGB,TAO,647,16,16,0,1,0,0,0,0,2,2,0,41.392,31,0,38.85,38.85,LEGIT
XOSOP.COM,VO,600,12,12,0,0,1,0,0,0,1,2,1,-1.992,9,9,12.95,12.95,LEGIT
BQQICXLRJAZLL.COM,NNO,603,19,19,0,0,1,0,1,0,1,3,1,11.176,10,0,38.85,38.85,LEGIT
DEAJB.RR.COM,ROM,430,13,13,0,0,0,1,1,0,1,0,1,20.6,19,0,49.95,49.95,LEGIT
PGSEQQPW.NET,PO,614,9,9,0,0,0,0,0,0,2,3,1,-55.36,24,0,12.95,12.95,LEGIT
NGLWYUVQUG.COM,KR,109,18,18,0,0,1,0,0,0,1,3,0,50.576,9,2,12.95,12.95,LEGIT
XOSOP.COM,EAO,648,13,13,0,0,1,1,1,0,1,4,0,27.056,18,1,0,0,LEGIT
XOSOP.COM,KR,118,18,18,0,0,0,0,0,0,1,2,1,27.224,22,0,12.95,12.95,LEGIT
AYW.COM,MO,685,15,15,0,0,0,1,1,0,2,3,0,49.072,20,0,12.95,12.95,LEGIT
TMA.COM,CO,672,8,8,0,0,1,1,0,0,1,3,1,1.312,18,0,12.95,12.95,LEGIT
EBYVUBA.COM,CO,672,8,8,0,0,1,1,0,0,1,2,0,7.792,11,0,38.85,38.85,LEGIT
EAYROLLTBU.COM,MO,685,10,10,0,0,1,0,1,0,2,3,0,-92.816,9,0,38.85,38.85,LEGIT
NEKSXUK.NET,BO,308,6,6,0,0,1,1,1,0,1,2,0,-1.856,10,0,38.85,38.85,LEGIT
XOSOP.COM,CO,672,11,11,0,0,1,1,1,0,1,3,0,5.832,7,0,12.95,12.95,LEGIT
TMA.COM,PO,614,15,15,0,0,0,1,0,0,1,2,0,-31.552,20,0,38.85,38.85,LEGIT
XOSOP.COM,VO,602,12,12,1,0,1,1,1,0,1,2,0,26.64,7,1,10.36,10.36,LEGIT
QYMGCUN.NET,KR,104,17,17,1,0,0,1,1,0,1,3,0,3.688,8,0,38.85,38.85,LEGIT
TMA.COM,MO,685,19,19,0,0,0,0,0,0,1,3,0,32.104,6,0,25.9,25.9,LEGIT
TMA.COM,KR,102,16,16,0,0,0,0,0,0,1,2,0,-55.72,17,0,12.95,12.95,LEGIT
XOSOP.COM,CO,672,17,17,0,0,1,0,1,0,1,2,1,36.352,11,4,10.36,10.36,LEGIT
NEKSXUK.NET,KR,117,15,15,0,0,0,1,1,0,2,3,0,-29.376,36,0,38.85,38.85,LEGIT
ZUB.NET,UBAO,669,22,22,0,0,1,0,0,0,1,3,1,8.896,15,0,12.95,12.95,LEGIT
VUHZRNB.COM,SK,356,15,15,0,0,0,0,0,0,1,3,1,44.584,25,0,12.95,12.95,LEGIT
VUHZRNB.COM,KR,111,13,13,0,0,1,0,0,0,1,3,1,41.208,7,0,38.85,38.85,LEGIT
VUHZRNB.COM,VO,600,6,6,0,0,1,1,1,0,1,3,0,-7.088,9,0,12.95,12.95,LEGIT
TMA.COM,NAO,166,19,19,0,0,0,1,1,0,3,0,0,-19.72,13,0,25.9,25.9,LEGIT
XOSOP.COM,LM,128,18,18,0,0,1,1,1,0,1,3,0,35.424,20,0,10.36,10.36,LEGIT
EDRJVSQA.NET,KR,118,14,14,0,0,1,0,0,0,1,3,0,-20.656,9,0,12.95,12.95,LEGIT
DAKUAYZF.COM,ROK,655,18,18,0,0,0,1,1,0,1,3,1,20.84,28,0,38.85,38.85,LEGIT
XZXDQOGHY.NET,MO,685,10,10,0,0,1,1,1,0,1,3,1,-16.328,8,1,12.95,12.95,LEGIT
CKAJQ.MERCY,",O",634,11,11,0,0,0,1,0,0,1,3,1,21.024,21,0,49.95,49.95,LEGIT
VUHZRNB.COM,BO,308,16,16,0,0,1,0,1,0,1,2,1,53.104,9,2,20.72,20.72,LEGIT
TMA.COM,KR,120,0,0,0,0,1,1,1,0,3,2,1,-51.304,10,4,38.85,38.85,LEGIT
VUHZRNB.COM,NAO,166,10,10,0,0,0,0,0,0,1,2,1,4.024,22,3,12.95,12.95,LEGIT
VUHZRNB.COM,CR,428,14,14,0,0,1,0,0,0,1,3,1,19.048,6,4,38.85,38.85,LEGIT
XOSOP.COM,KR,101,20,20,0,0,1,0,0,0,1,3,0,44.568,26,0,12.95,12.95,LEGIT
TGRXNMB.NET,EAO,648,8,8,0,0,1,1,1,0,1,3,1,-5.936,18,0,12.95,12.95,LEGIT
LPPYAIJ.COM,ROK,655,12,12,0,0,1,1,1,0,1,2,1,13.928,9,0,11.01,11.01,LEGIT
GDYGFWD.NET,SR,677,12,12,0,0,0,1,1,0,1,2,1,17.552,20,0,49.95,49.95,LEGIT
XOSOP.COM,NAO,166,9,9,0,0,0,0,0,0,2,3,1,40.24,9,2,12.95,12.95,LEGIT
VUHZRNB.COM,KR,102,22,22,0,0,0,0,0,0,1,3,0,31.096,6,1,38.85,38.85,LEGIT
VUHZRNB.COM,LO,398,12,12,1,0,1,1,1,0,1,3,1,32.104,7,4,12.95,12.95,LEGIT
ZDITQ.AERO,KR,111,12,12,1,0,0,1,0,0,1,2,1,-16.016,18,0,12.95,12.95,LEGIT
BWT.NET,KR,118,1,1,0,0,1,1,1,0,5,3,0,4.224,8,0,12.95,12.95,LEGIT
XZXDQOGHY.NET,KR,122,12,12,0,0,0,0,0,0,1,2,0,-31.984,23,0,12.95,12.95,LEGIT
RHMFBHC.COM,YO,151,21,21,0,0,0,1,1,0,1,2,1,-3.76,20,4,38.85,38.85,LEGIT
TMA.COM,LM,127,16,16,0,0,0,1,0,0,1,2,0,51.224,8,1,38.85,38.85,LEGIT
ACYTF.COM,VO,600,9,9,0,0,0,1,1,0,1,2,1,18.88,10,2,49.95,49.95,LEGIT
XOSOP.COM,NAO,166,10,10,0,0,0,1,1,0,1,3,1,9.784,21,4,10.36,10.36,LEGIT
NEKSXUK.NET,LO,398,18,18,0,0,0,0,0,0,2,2,1,-91.024,16,1,12.95,12.95,LEGIT
NSAT.COM,LO,398,13,13,0,0,0,1,1,0,1,3,1,7.048,20,0,38.85,38.85,LEGIT
IQMCJO.COM,EAO,648,0,0,0,0,0,1,1,0,1,2,0,-52.216,13,0,12.95,12.95,LEGIT
NUWWTCX.COM,LO,398,6,6,0,0,0,0,0,0,1,2,0,31.528,19,0,38.85,38.85,LEGIT
VCWGQDR.NET,LM,128,20,20,0,0,1,1,1,0,1,2,1,26.496,7,0,12.95,12.95,LEGIT
XOSOP.COM,ROM,430,9,9,0,0,0,0,0,0,1,2,1,19.536,26,0,25.9,25.9,LEGIT
TCN.COM,KR,107,18,18,0,0,1,1,1,0,1,3,1,-1.208,19,2,38.85,38.85,LEGIT
VUHZRNB.COM,SO,693,11,11,0,1,1,1,0,0,1,3,0,57.528,8,0,12.95,12.95,LEGIT
XOSOP.COM,AO,675,17,17,0,0,1,1,0,0,1,3,0,-0.272,11,0,10.36,10.36,LEGIT
XOSOP.COM,LO,398,11,11,0,0,0,1,0,0,1,3,1,16.08,19,4,38.85,38.85,LEGIT
DNKWUTWOTR.COM,K,683,15,15,1,0,1,0,0,0,1,3,1,-5.856,8,0,10.36,10.36,FRAUD
HFPE.NET,RONO,362,16,16,0,0,1,1,0,0,1,2,0,-0.888,18,0,38.85,38.85,LEGIT
KYYXASLRO.COM,NO,630,8,8,1,0,1,0,1,0,1,2,1,36.728,13,1,11.65,11.65,LEGIT
SUAQT.COM,ROK,655,13,13,0,0,1,0,0,0,1,2,0,28.16,10,4,10.36,10.36,LEGIT
OIDGETXEHWXP.COM,CO,672,8,8,1,0,0,1,0,0,1,0,1,21.176,21,0,12.95,12.95,LEGIT
NEKSXUK.NET,TO,625,12,12,0,0,0,0,0,0,1,3,1,19.64,22,0,12.95,12.95,FRAUD
EVCLR.RR.COM,KR,113,20,20,0,0,0,1,1,0,2,3,1,17.88,7,1,12.95,12.95,LEGIT
XOSOP.COM,KR,117,20,20,0,0,0,1,1,0,1,3,1,11.824,24,4,12.95,12.95,LEGIT
XOSOP.COM,SK,356,16,16,1,0,1,1,0,0,1,3,1,39.224,6,0,25.9,25.9,LEGIT
BRZWCURTY.NET,VO,602,13,13,0,0,0,1,1,0,1,3,0,-52.624,19,0,38.85,38.85,LEGIT
XOSOP.COM,CO,672,21,21,0,0,1,1,0,0,1,3,1,32.712,7,4,49.95,49.95,LEGIT
XOSOP.COM,BO,308,14,14,0,0,0,1,1,0,2,3,1,18.464,19,4,12.95,12.95,LEGIT
DEAJB.RR.COM,ROM,430,19,19,0,0,1,0,0,0,2,2,0,-0.88,12,0,38.85,38.85,LEGIT
NIUMZJSVOH.COM,ROK,655,21,21,1,0,0,1,0,0,1,2,1,31.976,12,0,49.95,49.95,LEGIT
DXNT.RR.COM,VO,600,11,11,0,0,0,0,0,0,1,3,0,-61.336,25,0,12.95,12.95,LEGIT
TMA.COM,VO,601,10,10,0,0,1,0,0,0,1,2,1,-54.488,9,0,12.95,12.95,LEGIT
OV.RR.COM,NO,630,12,12,0,0,1,1,1,0,1,3,0,15.768,11,0,12.95,12.95,LEGIT
TCN.COM,MV,369,12,12,0,0,1,1,1,0,2,3,1,34.912,7,0,10.36,10.36,LEGIT
NEKSXUK.NET,EAO,648,6,6,0,0,1,0,0,0,2,4,0,-20.56,9,0,0,0,LEGIT
TMA.COM,KR,106,2,2,0,0,1,1,0,0,2,3,0,3.592,11,0,11.01,11.01,LEGIT
XOSOP.COM,CO,672,13,13,0,0,1,1,1,0,1,3,1,0.64,11,3,38.85,38.85,LEGIT
XOSOP.COM,KR,118,21,21,0,0,0,0,0,0,1,0,0,28.776,20,0,38.85,38.85,LEGIT
TMA.COM,NAO,166,14,14,0,0,0,1,1,0,1,3,1,-94.672,17,1,38.85,38.85,LEGIT
NKXRAQEERY.NET,KR,116,14,14,0,0,0,0,0,0,1,3,0,-11.928,19,2,38.85,38.85,LEGIT
MRDEUZ.COM,IO,664,15,15,0,0,1,1,0,0,1,3,0,-35.736,20,0,10.36,10.36,LEGIT
TMA.COM,ROB,453,10,10,0,0,1,1,1,0,3,3,1,42.32,8,2,10.36,10.36,LEGIT
XOSOP.COM,EAO,648,11,11,0,0,1,1,0,0,1,4,1,-34.096,11,1,25.9,25.9,LEGIT
TMA.COM,CO,672,13,13,0,0,0,1,1,0,1,3,0,-62.176,22,0,38.85,38.85,LEGIT
SPRUDVHLD.COM,VO,600,22,22,0,0,1,1,1,0,1,2,1,-4.728,7,0,12.95,12.95,LEGIT
TGRXNMB.NET,MV,369,18,18,0,0,1,1,1,0,1,3,1,3.784,10,0,38.85,38.85,LEGIT
NEKSXUK.NET,KO,650,15,15,0,0,0,1,1,0,2,3,0,-6.736,18,0,12.95,12.95,LEGIT
JBC.TREAS.GOV,ROI,386,14,14,0,0,0,0,0,0,1,2,1,-13.384,25,0,38.85,38.85,LEGIT
WAJCTHFVP.NET,SO,693,20,20,0,0,1,1,1,0,3,2,1,22.712,7,0,12.95,12.95,LEGIT
VUHZRNB.COM,MO,685,1,1,0,0,0,1,1,0,2,3,0,-89.328,7,2,12.95,12.95,LEGIT
TMA.COM,CO,672,11,11,0,0,0,0,0,0,1,3,1,30.656,17,0,38.85,38.85,LEGIT
PGSEQQPW.NET,ROM,430,10,10,1,0,1,0,1,0,1,3,0,33.04,7,0,12.95,12.95,LEGIT
WAJCTHFVP.NET,SO,693,9,9,0,0,1,1,0,0,1,3,0,-5.936,9,2,49.95,49.95,LEGIT
TMA.COM,ROM,430,12,12,0,0,0,1,1,0,1,3,1,-11.728,16,5,49.95,49.95,LEGIT
VUHZRNB.COM,NAO,166,15,15,0,0,1,0,0,0,1,1,1,36.552,6,0,12.95,12.95,LEGIT
JDSIBN.ORG,VO,601,13,13,1,0,1,1,1,0,1,3,1,42.416,8,0,12.95,12.95,LEGIT
NEKSXUK.NET,KR,110,23,23,0,0,1,0,1,0,1,2,0,-49.08,10,0,38.85,38.85,LEGIT
TMA.COM,EAO,648,7,7,0,0,1,0,0,0,2,3,1,-15.36,8,0,25.9,25.9,LEGIT
VUHZRNB.COM,ROM,430,17,17,0,0,1,0,0,0,1,3,0,1.328,6,0,12.95,12.95,LEGIT
TMA.COM,NAO,166,4,4,0,0,1,0,0,0,1,3,0,40.576,8,2,12.95,12.95,LEGIT
ACYTF.COM,MO,685,0,0,0,0,1,0,0,0,1,0,0,-13.2,16,0,12.95,12.95,LEGIT
NEKSXUK.NET,KR,102,15,15,0,0,0,0,0,0,1,3,0,3.2,20,1,38.85,38.85,LEGIT
BWFGHIJ.NET,KR,101,21,22,0,0,0,1,1,0,1,2,0,17.432,18,0,38.85,38.85,LEGIT
TGRXNMB.NET,",O",634,14,14,0,0,1,1,1,0,1,3,0,23.096,9,9,10.36,10.36,FRAUD
SUAQT.COM,BO,308,14,14,0,0,1,0,0,0,1,3,1,23.904,10,0,12.95,12.95,LEGIT
FGORSY.RR.COM,VO,602,11,11,0,0,1,0,0,0,2,2,1,-8.768,8,0,12.95,12.95,LEGIT
VUHZRNB.COM,ROM,430,12,12,0,0,1,0,0,0,1,2,1,54.544,8,3,12.95,12.95,LEGIT
HJBECZVOOGML.COM,NAO,166,12,12,0,1,1,0,0,0,1,2,1,-19.68,12,0,12.95,12.95,LEGIT
VUHZRNB.COM,VO,601,16,16,0,0,0,0,0,0,1,2,1,36.288,23,0,38.85,38.85,LEGIT
XLVDMHAZHISHOD.NET,TO,625,19,19,0,0,1,0,0,0,1,3,0,11.032,10,0,12.95,12.95,LEGIT
TMA.COM,KR,108,10,10,0,0,1,0,0,0,1,3,0,-46.536,10,0,31.08,31.08,LEGIT
TMA.COM,NAO,166,20,20,0,0,0,1,1,0,1,3,1,16.976,17,2,38.85,38.85,LEGIT
NEKSXUK.NET,LO,398,20,20,0,0,0,0,0,0,1,3,0,-3.264,21,2,38.85,38.85,LEGIT
TMA.COM,NAO,166,16,16,0,0,1,1,1,0,1,4,1,25.112,9,9,12.95,12.95,LEGIT
XZXDQOGHY.NET,KR,120,13,13,0,0,0,1,1,0,1,1,1,12.88,26,0,12.95,12.95,LEGIT
XOSOP.COM,KR,118,20,20,0,0,0,1,1,0,1,0,0,-43.504,19,0,38.85,38.85,LEGIT
GZQFCPDMOP.COM,MER,424,7,7,0,0,0,1,1,0,2,2,0,-42.928,9,0,38.85,38.85,LEGIT
TMA.COM,OO,644,20,20,0,0,0,1,1,0,1,3,0,28.688,10,2,12.95,12.95,LEGIT
TMA.COM,VO,600,12,12,0,0,0,0,0,0,1,2,0,21.432,18,0,38.85,38.85,LEGIT
WAJCTHFVP.NET,PO,614,12,12,0,0,1,1,1,0,2,3,1,40.472,10,1,10.36,10.36,LEGIT
MBBDMIZD.EDU,KR,124,21,21,0,0,0,0,0,0,1,2,0,37.952,9,2,38.85,38.85,LEGIT
TMA.COM,MO,685,13,13,0,0,1,1,1,0,1,3,0,-32.32,6,1,12.95,12.95,LEGIT
VCWGQDR.NET,ROT,420,15,15,0,0,1,1,0,0,1,3,0,-27.76,6,5,31.08,31.08,LEGIT
TMA.COM,OO,644,21,21,0,0,1,1,0,0,1,3,0,24.584,24,0,25.9,25.9,LEGIT
CNPB.COM,MO,685,12,12,0,0,0,1,1,0,1,3,0,41.152,20,0,12.95,12.95,LEGIT
RORCLCTUBWPKZUEDRAX.COM,ROI,386,15,15,0,0,0,0,0,0,1,2,0,-3.856,10,0,49.95,49.95,LEGIT
TCN.COM,IO,664,23,23,0,0,1,0,0,0,2,3,1,-11.608,9,0,12.95,12.95,LEGIT
HPQF.COM,KR,106,14,14,0,0,0,0,0,0,1,2,0,10.44,21,0,12.95,12.95,LEGIT
BB.COM,NO,630,15,15,0,0,1,0,0,0,1,0,1,8.176,14,0,12.95,12.95,LEGIT
VUHZRNB.COM,CO,672,2,2,0,0,1,1,1,0,5,0,0,61.112,8,2,12.95,12.95,LEGIT
NOYORQRP.EDU,NO,630,14,14,0,0,0,1,1,0,1,2,0,49.032,17,0,38.85,38.85,LEGIT
TMA.COM,KR,110,19,19,0,0,1,0,0,0,1,3,0,45.56,6,3,12.95,12.95,LEGIT
TMA.COM,ROT,420,17,17,0,0,1,1,0,0,1,3,0,-66.568,17,4,38.85,38.85,LEGIT
XOSOP.COM,LM,128,20,20,0,0,0,1,1,0,1,2,1,-2.688,9,0,38.85,38.85,LEGIT
XOSOP.COM,BO,308,23,23,1,0,0,1,0,0,1,3,1,1.776,16,1,38.85,38.85,LEGIT
WAJCTHFVP.NET,PO,614,9,9,0,0,1,1,1,0,2,3,0,39.408,9,9,12.95,12.95,LEGIT
TMA.COM,MO,685,16,17,0,0,0,1,0,0,2,3,0,-2.544,15,0,38.85,38.85,LEGIT
XDPKJZQ.COM,LM,127,12,12,0,0,1,0,0,1,1,3,1,17.24,9,9,12.95,12.95,LEGIT
AWRCWB.NET,PO,614,18,18,0,1,0,0,0,0,2,3,1,0.512,7,4,12.95,12.95,LEGIT
FCVMEMY.COM,AR,649,14,14,0,0,0,1,1,0,1,2,0,-94.32,23,0,38.85,38.85,LEGIT
TMA.COM,VO,600,20,20,0,0,1,0,0,0,3,0,1,-11.048,9,0,12.95,12.95,LEGIT
GNV.COM,ROK,655,18,18,0,0,1,0,0,0,2,2,0,-2.168,10,4,31.08,31.08,LEGIT
NEKSXUK.NET,BO,308,11,11,0,0,0,0,0,0,1,3,0,-38.688,20,0,38.85,38.85,LEGIT
EEEIG.COM,",O",634,14,14,0,0,1,0,0,0,1,3,0,-2.704,12,0,12.95,12.95,LEGIT
